Symbol,Date,Exchange,TOD,Volume 
BHP,20140204,NYSE Arca SM,Open,2
BHP,20140204,NYSE Arca SM,After-Hours,38324
BHP,20140204,NYSE Arca SM,Close,100
BHP,20140204,FINRA,Regular,587367
BHP,20140204,FINRA,Open,0
BHP,20140204,FINRA,After-Hours,0
BHP,20140204,FINRA,Close,0
BHP,20140204,BATS,Regular,120442
BHP,20140204,BATS,Open,0
BHP,20140204,BATS,After-Hours,0
BHP,20140204,BATS,Close,0
BHP,20140204,Direct Edge X,Regular,129720
BHP,20140204,Direct Edge X,Open,0
BHP,20140204,Direct Edge X,After-Hours,2092
BHP,20140204,Direct Edge X,Close,0
BHP,20140204,NASDAQ OMX,Regular,146169
BHP,20140204,NASDAQ OMX,Open,100
BHP,20140204,NASDAQ OMX,After-Hours,0
BHP,20140204,NASDAQ OMX,Close,51
BHP,20140204,Direct Edge A,Regular,77783
BHP,20140204,Direct Edge A,Open,0
BHP,20140204,Direct Edge A,After-Hours,0
BHP,20140204,Direct Edge A,Close,0
BHP,20140204,CBOE,Regular,3821
BHP,20140204,CBOE,Open,0
BHP,20140204,CBOE,After-Hours,0
BHP,20140204,CBOE,Close,0
BHP,20140204,NYSE,Regular,460169
BHP,20140204,NYSE,Open,26190
BHP,20140204,NYSE,After-Hours,0
BHP,20140204,NYSE,Close,15700
BHP,20140204,BATS Y,Regular,16530
BHP,20140204,BATS Y,Open,0
BHP,20140204,BATS Y,After-Hours,0
BHP,20140204,BATS Y,Close,0
BHP,20140204,NASDAQ OMX BX,Regular,26004
BHP,20140204,NASDAQ OMX BX,Open,0
BHP,20140204,NASDAQ OMX BX,After-Hours,0
BHP,20140204,NASDAQ OMX BX,Close,0
BHP,20140204,NASDAQ OMX PSX,Regular,8854
BHP,20140204,NASDAQ OMX PSX,Open,0
BHP,20140204,NASDAQ OMX PSX,After-Hours,0
BHP,20140204,NASDAQ OMX PSX,Close,0
BHP,20140204,National,Regular,7007
BHP,20140204,National,Open,0
BHP,20140204,National,After-Hours,0
BHP,20140204,National,Close,0
BHP,20140804,NASDAQ OMX BX,Regular,40553
BHP,20140804,NASDAQ OMX BX,Open,0
BHP,20140804,NASDAQ OMX BX,After-Hours,0
BHP,20140804,NASDAQ OMX BX,Close,0
BHP,20140804,NYSE Arca SM,Regular,154446
BHP,20140804,NYSE Arca SM,Open,200
BHP,20140804,NYSE Arca SM,After-Hours,35553
BHP,20140804,NYSE Arca SM,Close,200
BHP,20140804,FINRA,Regular,444992
BHP,20140804,FINRA,Open,0
BHP,20140804,FINRA,After-Hours,0
BHP,20140804,FINRA,Close,0
BHP,20140804,BATS,Regular,82223
BHP,20140804,BATS,Open,0
BHP,20140804,BATS,After-Hours,100
BHP,20140804,BATS,Close,0
BHP,20140804,Direct Edge X,Regular,70352
BHP,20140804,Direct Edge X,Open,0
BHP,20140804,Direct Edge X,After-Hours,100
BHP,20140804,Direct Edge X,Close,0
BHP,20140804,NASDAQ OMX,Regular,151283
BHP,20140804,NASDAQ OMX,Open,100
BHP,20140804,NASDAQ OMX,After-Hours,1000
BHP,20140804,NASDAQ OMX,Close,100
BHP,20140804,NASDAQ OMX PSX,Regular,4987
BHP,20140804,NASDAQ OMX PSX,Open,0
BHP,20140804,NASDAQ OMX PSX,After-Hours,0
BHP,20140804,NASDAQ OMX PSX,Close,0
BHP,20140804,Direct Edge A,Regular,25717
BHP,20140804,Direct Edge A,Open,0
BHP,20140804,Direct Edge A,After-Hours,0
BHP,20140804,Direct Edge A,Close,0
BHP,20140804,NYSE,Regular,196261
BHP,20140804,NYSE,Open,11835
BHP,20140804,NYSE,After-Hours,0
BHP,20140804,NYSE,Close,27131
BHP,20140804,BATS Y,Regular,65825
BHP,20140804,BATS Y,Open,0
BHP,20140804,BATS Y,After-Hours,0
BHP,20140804,BATS Y,Close,0
BHP,20140519,NASDAQ OMX BX,Regular,78082
BHP,20140519,NASDAQ OMX BX,Open,0
BHP,20140519,NASDAQ OMX BX,After-Hours,0
BHP,20140519,NASDAQ OMX BX,Close,0
BHP,20140519,NYSE Arca SM,Regular,132055
BHP,20140519,NYSE Arca SM,Open,500
BHP,20140519,NYSE Arca SM,After-Hours,8900
BHP,20140519,NYSE Arca SM,Close,1600
BHP,20140519,FINRA,Regular,487514
BHP,20140519,FINRA,Open,0
BHP,20140519,FINRA,After-Hours,0
BHP,20140519,FINRA,Close,0
BHP,20140519,BATS,Regular,96296
BHP,20140519,BATS,Open,0
BHP,20140519,BATS,After-Hours,0
BHP,20140519,BATS,Close,0
BHP,20140519,Direct Edge X,Regular,127696
BHP,20140519,Direct Edge X,Open,0
BHP,20140519,Direct Edge X,After-Hours,1310
BHP,20140519,Direct Edge X,Close,0
BHP,20140519,NASDAQ OMX,Regular,177994
BHP,20140519,NASDAQ OMX,Open,100
BHP,20140519,NASDAQ OMX,After-Hours,0
BHP,20140519,NASDAQ OMX,Close,28
BHP,20140519,Direct Edge A,Regular,33219
BHP,20140519,Direct Edge A,Open,0
BHP,20140519,Direct Edge A,After-Hours,0
BHP,20140519,Direct Edge A,Close,0
BHP,20140519,NYSE,Regular,428332
BHP,20140519,NYSE,Open,21283
BHP,20140519,NYSE,After-Hours,0
BHP,20140519,NYSE,Close,13393
BHP,20140519,National,Regular,1600
BHP,20140519,National,Open,0
BHP,20140519,National,After-Hours,0
BHP,20140519,National,Close,0
BHP,20140519,NASDAQ OMX PSX,Regular,2038
BHP,20140519,NASDAQ OMX PSX,Open,0
BHP,20140519,NASDAQ OMX PSX,After-Hours,0
BHP,20140519,NASDAQ OMX PSX,Close,0
BHP,20140519,Chicago,Regular,14750
BHP,20140519,Chicago,Open,0
BHP,20140519,Chicago,After-Hours,0
BHP,20140519,Chicago,Close,0
BHP,20140519,BATS Y,Regular,28814
BHP,20140519,BATS Y,Open,0
BHP,20140519,BATS Y,After-Hours,0
BHP,20140519,BATS Y,Close,0
BHP,20140919,NASDAQ OMX BX,Regular,52027
BHP,20140919,NASDAQ OMX BX,Open,0
BHP,20140919,NASDAQ OMX BX,After-Hours,0
BHP,20140919,NASDAQ OMX BX,Close,0
BHP,20140919,NYSE Arca SM,Regular,220365
BHP,20140919,NYSE Arca SM,Open,200
BHP,20140919,NYSE Arca SM,After-Hours,46141
BHP,20140919,NYSE Arca SM,Close,100
BHP,20140919,FINRA,Regular,502260
BHP,20140919,FINRA,Open,0
BHP,20140919,FINRA,After-Hours,0
BHP,20140919,FINRA,Close,0
BHP,20140919,Direct Edge A,Regular,64623
BHP,20140919,Direct Edge A,Open,0
BHP,20140919,Direct Edge A,After-Hours,0
BHP,20140919,Direct Edge A,Close,0
BHP,20140919,BATS,Regular,192103
BHP,20140919,BATS,Open,0
BHP,20140919,BATS,After-Hours,1300
BHP,20140919,BATS,Close,0
BHP,20140919,Direct Edge X,Regular,81527
BHP,20140919,Direct Edge X,Open,0
BHP,20140919,Direct Edge X,After-Hours,2825
BHP,20140919,Direct Edge X,Close,0
BHP,20140919,NASDAQ OMX,Regular,355855
BHP,20140919,NASDAQ OMX,Open,8
BHP,20140919,NASDAQ OMX,After-Hours,2020
BHP,20140919,NASDAQ OMX,Close,50
BHP,20140919,NASDAQ OMX PSX,Regular,14192
BHP,20140919,NASDAQ OMX PSX,Open,0
BHP,20140919,NASDAQ OMX PSX,After-Hours,0
BHP,20140919,NASDAQ OMX PSX,Close,0
BHP,20140919,Chicago,Regular,100
BHP,20140919,Chicago,Open,0
BHP,20140919,Chicago,After-Hours,0
BHP,20140919,Chicago,Close,0
BHP,20140919,NYSE,Regular,378922
BHP,20140919,NYSE,Open,33412
BHP,20140919,NYSE,After-Hours,0
BHP,20140919,NYSE,Close,76327
BHP,20140919,BATS Y,Regular,50842
BHP,20140919,BATS Y,Open,0
BHP,20140919,BATS Y,After-Hours,0
BHP,20140919,BATS Y,Close,0
BHP,20140404,NASDAQ OMX BX,Regular,31809
BHP,20140404,NASDAQ OMX BX,Open,0
BHP,20140404,NASDAQ OMX BX,After-Hours,0
BHP,20140404,NASDAQ OMX BX,Close,0
BHP,20140404,NYSE Arca SM,Regular,199277
BHP,20140404,NYSE Arca SM,Open,100
BHP,20140404,NYSE Arca SM,After-Hours,17429
BHP,20140404,NYSE Arca SM,Close,126
BHP,20140404,FINRA,Regular,354824
BHP,20140404,FINRA,Open,0
BHP,20140404,FINRA,After-Hours,0
BHP,20140404,FINRA,Close,0
BHP,20140404,BATS,Regular,219250
BHP,20140404,BATS,Open,0
BHP,20140404,BATS,After-Hours,0
BHP,20140404,BATS,Close,0
BHP,20140404,Direct Edge X,Regular,236709
BHP,20140404,Direct Edge X,Open,0
BHP,20140404,Direct Edge X,After-Hours,125
BHP,20140404,Direct Edge X,Close,0
BHP,20140404,NASDAQ OMX,Regular,222925
BHP,20140404,NASDAQ OMX,Open,100
BHP,20140404,NASDAQ OMX,After-Hours,0
BHP,20140404,NASDAQ OMX,Close,15
BHP,20140404,NASDAQ OMX PSX,Regular,3994
BHP,20140404,NASDAQ OMX PSX,Open,0
BHP,20140404,NASDAQ OMX PSX,After-Hours,0
BHP,20140404,NASDAQ OMX PSX,Close,0
BHP,20140404,Direct Edge A,Regular,52925
BHP,20140404,Direct Edge A,Open,0
BHP,20140404,Direct Edge A,After-Hours,0
BHP,20140404,Direct Edge A,Close,0
BHP,20140404,National,Regular,2703
BHP,20140404,National,Open,0
BHP,20140404,National,After-Hours,0
BHP,20140404,National,Close,0
BHP,20140404,NYSE,Regular,470569
BHP,20140404,NYSE,Open,40818
BHP,20140404,NYSE,After-Hours,0
BHP,20140404,NYSE,Close,19862
BHP,20140404,BATS Y,Regular,23897
BHP,20140404,BATS Y,Open,0
BHP,20140404,BATS Y,After-Hours,0
BHP,20140404,BATS Y,Close,0
BHP,20140606,BATS Y,Regular,17924
BHP,20140606,BATS Y,Open,0
BHP,20140606,BATS Y,After-Hours,0
BHP,20140606,BATS Y,Close,0
BHP,20140606,NYSE Arca SM,Regular,51761
BHP,20140606,NYSE Arca SM,Open,100
BHP,20140606,NYSE Arca SM,After-Hours,9625
BHP,20140606,NYSE Arca SM,Close,378
BHP,20140606,FINRA,Regular,259094
BHP,20140606,FINRA,Open,0
BHP,20140606,FINRA,After-Hours,0
BHP,20140606,FINRA,Close,0
BHP,20140606,Direct Edge A,Regular,13086
BHP,20140606,Direct Edge A,Open,0
BHP,20140606,Direct Edge A,After-Hours,0
BHP,20140606,Direct Edge A,Close,0
BHP,20140606,BATS,Regular,28765
BHP,20140606,BATS,Open,0
BHP,20140606,BATS,After-Hours,1000
BHP,20140606,BATS,Close,0
BHP,20140606,Direct Edge X,Regular,13876
BHP,20140606,Direct Edge X,Open,0
BHP,20140606,Direct Edge X,After-Hours,0
BHP,20140606,Direct Edge X,Close,0
BHP,20140606,NASDAQ OMX,Regular,50316
BHP,20140606,NASDAQ OMX,Open,480
BHP,20140606,NASDAQ OMX,After-Hours,0
BHP,20140606,NASDAQ OMX,Close,36
BHP,20140606,NASDAQ OMX PSX,Regular,589
BHP,20140606,NASDAQ OMX PSX,Open,0
BHP,20140606,NASDAQ OMX PSX,After-Hours,0
BHP,20140606,NASDAQ OMX PSX,Close,0
BHP,20140606,NYSE,Regular,203411
BHP,20140606,NYSE,Open,11358
BHP,20140606,NYSE,After-Hours,0
BHP,20140606,NYSE,Close,13432
BHP,20140606,NASDAQ OMX BX,Regular,6850
BHP,20140606,NASDAQ OMX BX,Open,0
BHP,20140606,NASDAQ OMX BX,After-Hours,0
BHP,20140606,NASDAQ OMX BX,Close,0
BHP,20140609,NASDAQ OMX PSX,Regular,664
BHP,20140609,NASDAQ OMX PSX,Open,0
BHP,20140609,NASDAQ OMX PSX,After-Hours,0
BHP,20140609,NASDAQ OMX PSX,Close,0
BHP,20140609,NYSE Arca SM,Regular,48994
BHP,20140609,NYSE Arca SM,Open,100
BHP,20140609,NYSE Arca SM,After-Hours,4193
BHP,20140609,NYSE Arca SM,Close,300
BHP,20140609,FINRA,Regular,245347
BHP,20140609,FINRA,Open,0
BHP,20140609,FINRA,After-Hours,0
BHP,20140609,FINRA,Close,0
BHP,20140609,BATS,Regular,60115
BHP,20140609,BATS,Open,0
BHP,20140609,BATS,After-Hours,0
BHP,20140609,BATS,Close,0
BHP,20140609,BATS Y,Regular,25073
BHP,20140609,BATS Y,Open,0
BHP,20140609,BATS Y,After-Hours,0
BHP,20140609,BATS Y,Close,0
BHP,20140609,Direct Edge X,Regular,26799
BHP,20140609,Direct Edge X,Open,0
BHP,20140609,Direct Edge X,After-Hours,370
BHP,20140609,Direct Edge X,Close,0
BHP,20140609,NASDAQ OMX,Regular,69278
BHP,20140609,NASDAQ OMX,Open,28
BHP,20140609,NASDAQ OMX,After-Hours,0
BHP,20140609,NASDAQ OMX,Close,30
BHP,20140609,Direct Edge A,Regular,19390
BHP,20140609,Direct Edge A,Open,0
BHP,20140609,Direct Edge A,After-Hours,0
BHP,20140609,Direct Edge A,Close,0
BHP,20140609,NYSE,Regular,294712
BHP,20140609,NYSE,Open,17565
BHP,20140609,NYSE,After-Hours,0
BHP,20140609,NYSE,Close,13193
BHP,20140609,NASDAQ OMX BX,Regular,10753
BHP,20140609,NASDAQ OMX BX,Open,0
BHP,20140609,NASDAQ OMX BX,After-Hours,0
BHP,20140609,NASDAQ OMX BX,Close,0
BHP,20140603,NASDAQ OMX BX,Regular,68360
BHP,20140603,NASDAQ OMX BX,Open,0
BHP,20140603,NASDAQ OMX BX,After-Hours,0
BHP,20140603,NASDAQ OMX BX,Close,0
BHP,20140603,NYSE Arca SM,Regular,126300
BHP,20140603,NYSE Arca SM,Open,100
BHP,20140603,NYSE Arca SM,After-Hours,5912
BHP,20140603,NYSE Arca SM,Close,100
BHP,20140603,FINRA,Regular,727299
BHP,20140603,FINRA,Open,0
BHP,20140603,FINRA,After-Hours,0
BHP,20140603,FINRA,Close,0
BHP,20140603,BATS,Regular,166201
BHP,20140603,BATS,Open,0
BHP,20140603,BATS,After-Hours,400
BHP,20140603,BATS,Close,0
BHP,20140603,Direct Edge X,Regular,134889
BHP,20140603,Direct Edge X,Open,0
BHP,20140603,Direct Edge X,After-Hours,0
BHP,20140603,Direct Edge X,Close,0
BHP,20140603,NASDAQ OMX,Regular,201080
BHP,20140603,NASDAQ OMX,Open,148
BHP,20140603,NASDAQ OMX,After-Hours,500
BHP,20140603,NASDAQ OMX,Close,33
BHP,20140603,NASDAQ OMX PSX,Regular,5658
BHP,20140603,NASDAQ OMX PSX,Open,0
BHP,20140603,NASDAQ OMX PSX,After-Hours,0
BHP,20140603,NASDAQ OMX PSX,Close,0
BHP,20140603,Direct Edge A,Regular,71302
BHP,20140603,Direct Edge A,Open,0
BHP,20140603,Direct Edge A,After-Hours,0
BHP,20140603,Direct Edge A,Close,0
BHP,20140603,Chicago,Regular,300
BHP,20140603,Chicago,Open,0
BHP,20140603,Chicago,After-Hours,0
BHP,20140603,Chicago,Close,0
BHP,20140603,NYSE,Regular,516362
BHP,20140603,NYSE,Open,23822
BHP,20140603,NYSE,After-Hours,0
BHP,20140603,NYSE,Close,22261
BHP,20140603,BATS Y,Regular,62862
BHP,20140603,BATS Y,Open,0
BHP,20140603,BATS Y,After-Hours,0
BHP,20140603,BATS Y,Close,0
BHP,20140807,NASDAQ OMX BX,Regular,42603
BHP,20140807,NASDAQ OMX BX,Open,0
BHP,20140807,NASDAQ OMX BX,After-Hours,0
BHP,20140807,NASDAQ OMX BX,Close,0
BHP,20140807,NYSE Arca SM,Regular,258813
BHP,20140807,NYSE Arca SM,Open,200
BHP,20140807,NYSE Arca SM,After-Hours,27229
BHP,20140807,NYSE Arca SM,Close,100
BHP,20140807,FINRA,Regular,527310
BHP,20140807,FINRA,Open,0
BHP,20140807,FINRA,After-Hours,0
BHP,20140807,FINRA,Close,0
BHP,20140807,BATS,Regular,104119
BHP,20140807,BATS,Open,0
BHP,20140807,BATS,After-Hours,0
BHP,20140807,BATS,Close,0
BHP,20140807,Direct Edge X,Regular,78505
BHP,20140807,Direct Edge X,Open,0
BHP,20140807,Direct Edge X,After-Hours,2823
BHP,20140807,Direct Edge X,Close,0
BHP,20140807,NASDAQ OMX,Regular,347379
BHP,20140807,NASDAQ OMX,Open,100
BHP,20140807,NASDAQ OMX,After-Hours,200
BHP,20140807,NASDAQ OMX,Close,100
BHP,20140807,NASDAQ OMX PSX,Regular,8619
BHP,20140807,NASDAQ OMX PSX,Open,0
BHP,20140807,NASDAQ OMX PSX,After-Hours,0
BHP,20140807,NASDAQ OMX PSX,Close,0
BHP,20140807,Direct Edge A,Regular,48236
BHP,20140807,Direct Edge A,Open,0
BHP,20140807,Direct Edge A,After-Hours,0
BHP,20140807,Direct Edge A,Close,0
BHP,20140807,Chicago,Regular,650
BHP,20140807,Chicago,Open,0
BHP,20140807,Chicago,After-Hours,0
BHP,20140807,Chicago,Close,0
BHP,20140807,NYSE,Regular,485336
BHP,20140807,NYSE,Open,15712
BHP,20140807,NYSE,After-Hours,0
BHP,20140807,NYSE,Close,43289
BHP,20140807,BATS Y,Regular,60145
BHP,20140807,BATS Y,Open,0
BHP,20140807,BATS Y,After-Hours,0
BHP,20140807,BATS Y,Close,0
BHP,20140708,NASDAQ OMX PSX,Regular,9833
BHP,20140708,NASDAQ OMX PSX,Open,0
BHP,20140708,NASDAQ OMX PSX,After-Hours,0
BHP,20140708,NASDAQ OMX PSX,Close,0
BHP,20140708,BATS Y,Regular,20571
BHP,20140708,BATS Y,Open,0
BHP,20140708,BATS Y,After-Hours,0
BHP,20140708,BATS Y,Close,0
BHP,20140708,NYSE Arca SM,Regular,114797
BHP,20140708,NYSE Arca SM,Open,200
BHP,20140708,NYSE Arca SM,After-Hours,8711
BHP,20140708,NYSE Arca SM,Close,200
BHP,20140708,FINRA,Regular,328472
BHP,20140708,FINRA,Open,0
BHP,20140708,FINRA,After-Hours,0
BHP,20140708,FINRA,Close,0
BHP,20140708,BATS,Regular,118342
BHP,20140708,BATS,Open,0
BHP,20140708,BATS,After-Hours,0
BHP,20140708,BATS,Close,0
BHP,20140708,Direct Edge X,Regular,37457
BHP,20140708,Direct Edge X,Open,0
BHP,20140708,Direct Edge X,After-Hours,2150
BHP,20140708,Direct Edge X,Close,0
BHP,20140708,NASDAQ OMX,Regular,107946
BHP,20140708,NASDAQ OMX,Open,100
BHP,20140708,NASDAQ OMX,After-Hours,500
BHP,20140708,NASDAQ OMX,Close,4000
BHP,20140708,Direct Edge A,Regular,32621
BHP,20140708,Direct Edge A,Open,0
BHP,20140708,Direct Edge A,After-Hours,0
BHP,20140708,Direct Edge A,Close,0
BHP,20140708,Chicago,Regular,100
BHP,20140708,Chicago,Open,0
BHP,20140708,Chicago,After-Hours,0
BHP,20140708,Chicago,Close,0
BHP,20140708,NYSE,Regular,276086
BHP,20140708,NYSE,Open,13224
BHP,20140708,NYSE,After-Hours,0
BHP,20140708,NYSE,Close,28900
BHP,20140708,NASDAQ OMX BX,Regular,19103
BHP,20140708,NASDAQ OMX BX,Open,0
BHP,20140708,NASDAQ OMX BX,After-Hours,0
BHP,20140708,NASDAQ OMX BX,Close,0
BHP,20140203,NYSE Arca SM,Regular,167255
BHP,20140203,NYSE Arca SM,Open,300
BHP,20140203,NYSE Arca SM,After-Hours,41400
BHP,20140203,NYSE Arca SM,Close,100
BHP,20140203,FINRA,Regular,708948
BHP,20140203,FINRA,Open,0
BHP,20140203,FINRA,After-Hours,0
BHP,20140203,FINRA,Close,0
BHP,20140203,BATS,Regular,74266
BHP,20140203,BATS,Open,0
BHP,20140203,BATS,After-Hours,0
BHP,20140203,BATS,Close,0
BHP,20140203,Direct Edge X,Regular,106316
BHP,20140203,Direct Edge X,Open,0
BHP,20140203,Direct Edge X,After-Hours,2090
BHP,20140203,Direct Edge X,Close,0
BHP,20140203,NASDAQ OMX,Regular,170943
BHP,20140203,NASDAQ OMX,Open,40
BHP,20140203,NASDAQ OMX,After-Hours,625
BHP,20140203,NASDAQ OMX,Close,73
BHP,20140203,Direct Edge A,Regular,49727
BHP,20140203,Direct Edge A,Open,0
BHP,20140203,Direct Edge A,After-Hours,100
BHP,20140203,Direct Edge A,Close,0
BHP,20140203,CBOE,Regular,3784
BHP,20140203,CBOE,Open,0
BHP,20140203,CBOE,After-Hours,0
BHP,20140203,CBOE,Close,0
BHP,20140203,NYSE,Regular,649091
BHP,20140203,NYSE,Open,24073
BHP,20140203,NYSE,After-Hours,0
BHP,20140203,NYSE,Close,23251
BHP,20140203,BATS Y,Regular,27872
BHP,20140203,BATS Y,Open,0
BHP,20140203,BATS Y,After-Hours,0
BHP,20140203,BATS Y,Close,0
BHP,20140203,NASDAQ OMX BX,Regular,36150
BHP,20140203,NASDAQ OMX BX,Open,0
BHP,20140203,NASDAQ OMX BX,After-Hours,0
BHP,20140203,NASDAQ OMX BX,Close,0
BHP,20140203,NASDAQ OMX PSX,Regular,2200
BHP,20140203,NASDAQ OMX PSX,Open,0
BHP,20140203,NASDAQ OMX PSX,After-Hours,0
BHP,20140203,NASDAQ OMX PSX,Close,0
BHP,20140203,Chicago,Regular,14800
BHP,20140203,Chicago,Open,0
BHP,20140203,Chicago,After-Hours,0
BHP,20140203,Chicago,Close,0
BHP,20140203,National,Regular,943
BHP,20140203,National,Open,0
BHP,20140203,National,After-Hours,0
BHP,20140203,National,Close,0
BHP,20140718,NASDAQ OMX PSX,Regular,2287
BHP,20140718,NASDAQ OMX PSX,Open,0
BHP,20140718,NASDAQ OMX PSX,After-Hours,0
BHP,20140718,NASDAQ OMX PSX,Close,0
BHP,20140718,NYSE Arca SM,Regular,79198
BHP,20140718,NYSE Arca SM,Open,400
BHP,20140718,NYSE Arca SM,After-Hours,26487
BHP,20140718,NYSE Arca SM,Close,100
BHP,20140718,FINRA,Regular,216122
BHP,20140718,FINRA,Open,0
BHP,20140718,FINRA,After-Hours,0
BHP,20140718,FINRA,Close,0
BHP,20140718,Direct Edge A,Regular,22147
BHP,20140718,Direct Edge A,Open,0
BHP,20140718,Direct Edge A,After-Hours,0
BHP,20140718,Direct Edge A,Close,0
BHP,20140718,NASDAQ OMX BX,Regular,19935
BHP,20140718,NASDAQ OMX BX,Open,0
BHP,20140718,NASDAQ OMX BX,After-Hours,0
BHP,20140718,NASDAQ OMX BX,Close,0
BHP,20140718,Direct Edge X,Regular,39180
BHP,20140718,Direct Edge X,Open,0
BHP,20140718,Direct Edge X,After-Hours,200
BHP,20140718,Direct Edge X,Close,0
BHP,20140718,NASDAQ OMX,Regular,89449
BHP,20140718,NASDAQ OMX,Open,66
BHP,20140718,NASDAQ OMX,After-Hours,0
BHP,20140718,NASDAQ OMX,Close,4
BHP,20140718,BATS,Regular,107789
BHP,20140718,BATS,Open,0
BHP,20140718,BATS,After-Hours,0
BHP,20140718,BATS,Close,0
BHP,20140718,NYSE,Regular,231446
BHP,20140718,NYSE,Open,16474
BHP,20140718,NYSE,After-Hours,0
BHP,20140718,NYSE,Close,14859
BHP,20140718,BATS Y,Regular,24043
BHP,20140718,BATS Y,Open,0
BHP,20140718,BATS Y,After-Hours,0
BHP,20140718,BATS Y,Close,0
BHP,20140701,NASDAQ OMX PSX,Regular,7399
BHP,20140701,NASDAQ OMX PSX,Open,0
BHP,20140701,NASDAQ OMX PSX,After-Hours,0
BHP,20140701,NASDAQ OMX PSX,Close,0
BHP,20140701,BATS Y,Regular,33242
BHP,20140701,BATS Y,Open,0
BHP,20140701,BATS Y,After-Hours,0
BHP,20140701,BATS Y,Close,0
BHP,20140701,NYSE Arca SM,Regular,200827
BHP,20140701,NYSE Arca SM,Open,100
BHP,20140701,NYSE Arca SM,After-Hours,124019
BHP,20140701,NYSE Arca SM,Close,100
BHP,20140701,FINRA,Regular,428420
BHP,20140701,FINRA,Open,0
BHP,20140701,FINRA,After-Hours,0
BHP,20140701,FINRA,Close,0
BHP,20140701,BATS,Regular,159187
BHP,20140701,BATS,Open,0
BHP,20140701,BATS,After-Hours,0
BHP,20140701,BATS,Close,0
BHP,20140701,Direct Edge X,Regular,69754
BHP,20140701,Direct Edge X,Open,0
BHP,20140701,Direct Edge X,After-Hours,0
BHP,20140701,Direct Edge X,Close,0
BHP,20140701,NASDAQ OMX,Regular,133632
BHP,20140701,NASDAQ OMX,Open,100
BHP,20140701,NASDAQ OMX,After-Hours,1659
BHP,20140701,NASDAQ OMX,Close,200
BHP,20140701,Direct Edge A,Regular,46730
BHP,20140701,Direct Edge A,Open,0
BHP,20140701,Direct Edge A,After-Hours,0
BHP,20140701,Direct Edge A,Close,0
BHP,20140701,NYSE,Regular,335773
BHP,20140701,NYSE,Open,22788
BHP,20140701,NYSE,After-Hours,0
BHP,20140701,NYSE,Close,20259
BHP,20140701,NASDAQ OMX BX,Regular,34938
BHP,20140701,NASDAQ OMX BX,Open,0
BHP,20140701,NASDAQ OMX BX,After-Hours,0
BHP,20140701,NASDAQ OMX BX,Close,0
BHP,20140826,NASDAQ OMX BX,Regular,32928
BHP,20140826,NASDAQ OMX BX,Open,0
BHP,20140826,NASDAQ OMX BX,After-Hours,0
BHP,20140826,NASDAQ OMX BX,Close,0
BHP,20140826,NYSE Arca SM,Regular,136869
BHP,20140826,NYSE Arca SM,Open,1400
BHP,20140826,NYSE Arca SM,After-Hours,1505
BHP,20140826,NYSE Arca SM,Close,129
BHP,20140826,FINRA,Regular,528373
BHP,20140826,FINRA,Open,0
BHP,20140826,FINRA,After-Hours,0
BHP,20140826,FINRA,Close,0
BHP,20140826,BATS,Regular,73371
BHP,20140826,BATS,Open,0
BHP,20140826,BATS,After-Hours,0
BHP,20140826,BATS,Close,0
BHP,20140826,Direct Edge X,Regular,123058
BHP,20140826,Direct Edge X,Open,0
BHP,20140826,Direct Edge X,After-Hours,300
BHP,20140826,Direct Edge X,Close,0
BHP,20140826,NASDAQ OMX,Regular,273028
BHP,20140826,NASDAQ OMX,Open,100
BHP,20140826,NASDAQ OMX,After-Hours,200
BHP,20140826,NASDAQ OMX,Close,129
BHP,20140826,NASDAQ OMX PSX,Regular,2430
BHP,20140826,NASDAQ OMX PSX,Open,0
BHP,20140826,NASDAQ OMX PSX,After-Hours,0
BHP,20140826,NASDAQ OMX PSX,Close,0
BHP,20140826,Direct Edge A,Regular,84389
BHP,20140826,Direct Edge A,Open,0
BHP,20140826,Direct Edge A,After-Hours,0
BHP,20140826,Direct Edge A,Close,0
BHP,20140826,NYSE,Regular,278190
BHP,20140826,NYSE,Open,39037
BHP,20140826,NYSE,After-Hours,0
BHP,20140826,NYSE,Close,20551
BHP,20140826,BATS Y,Regular,47143
BHP,20140826,BATS Y,Open,0
BHP,20140826,BATS Y,After-Hours,0
BHP,20140826,BATS Y,Close,0
BHP,20140624,BATS Y,Regular,35148
BHP,20140624,BATS Y,Open,0
BHP,20140624,BATS Y,After-Hours,0
BHP,20140624,BATS Y,Close,0
BHP,20140624,NYSE Arca SM,Regular,128123
BHP,20140624,NYSE Arca SM,Open,100
BHP,20140624,NYSE Arca SM,After-Hours,11460
BHP,20140624,NYSE Arca SM,Close,297
BHP,20140624,FINRA,Regular,1335374
BHP,20140624,FINRA,Open,0
BHP,20140624,FINRA,After-Hours,0
BHP,20140624,FINRA,Close,0
BHP,20140624,BATS,Regular,186211
BHP,20140624,BATS,Open,0
BHP,20140624,BATS,After-Hours,0
BHP,20140624,BATS,Close,0
BHP,20140624,Direct Edge X,Regular,63579
BHP,20140624,Direct Edge X,Open,0
BHP,20140624,Direct Edge X,After-Hours,0
BHP,20140624,Direct Edge X,Close,0
BHP,20140624,NASDAQ OMX,Regular,160225
BHP,20140624,NASDAQ OMX,Open,89
BHP,20140624,NASDAQ OMX,After-Hours,400
BHP,20140624,NASDAQ OMX,Close,100
BHP,20140624,Direct Edge A,Regular,48566
BHP,20140624,Direct Edge A,Open,0
