"","Date","TOD","Exchange","Volume","Proportion"
"210",2014-02-03,"Close","BATS",0,0
"211",2014-02-04,"Close","BATS",0,0
"212",2014-02-05,"Close","BATS",0,0
"213",2014-02-06,"Close","BATS",0,0
"214",2014-02-07,"Close","BATS",0,0
"215",2014-02-10,"Close","BATS",0,0
"216",2014-02-11,"Close","BATS",0,0
"217",2014-02-12,"Close","BATS",0,0
"218",2014-02-13,"Close","BATS",0,0
"219",2014-02-14,"Close","BATS",0,0
"220",2014-02-18,"Close","BATS",0,0
"221",2014-02-19,"Close","BATS",0,0
"222",2014-02-20,"Close","BATS",0,0
"223",2014-02-21,"Close","BATS",0,0
"224",2014-02-24,"Close","BATS",0,0
"225",2014-02-25,"Close","BATS",0,0
"226",2014-02-26,"Close","BATS",0,0
"227",2014-02-27,"Close","BATS",0,0
"228",2014-02-28,"Close","BATS",0,0
"229",2014-03-03,"Close","BATS",0,0
"230",2014-03-04,"Close","BATS",0,0
"231",2014-03-05,"Close","BATS",0,0
"232",2014-03-06,"Close","BATS",0,0
"233",2014-03-07,"Close","BATS",0,0
"234",2014-03-10,"Close","BATS",0,0
"235",2014-03-11,"Close","BATS",0,0
"236",2014-03-12,"Close","BATS",0,0
"237",2014-03-13,"Close","BATS",0,0
"238",2014-03-14,"Close","BATS",0,0
"239",2014-03-17,"Close","BATS",0,0
"240",2014-03-18,"Close","BATS",0,0
"241",2014-03-19,"Close","BATS",0,0
"242",2014-03-20,"Close","BATS",0,0
"243",2014-03-21,"Close","BATS",0,0
"244",2014-03-24,"Close","BATS",0,0
"245",2014-03-25,"Close","BATS",0,0
"246",2014-03-26,"Close","BATS",0,0
"247",2014-03-27,"Close","BATS",0,0
"248",2014-03-28,"Close","BATS",0,0
"249",2014-03-31,"Close","BATS",0,0
"250",2014-04-01,"Close","BATS",0,0
"251",2014-04-02,"Close","BATS",0,0
"252",2014-04-03,"Close","BATS",0,0
"253",2014-04-04,"Close","BATS",0,0
"254",2014-04-07,"Close","BATS",0,0
"255",2014-04-08,"Close","BATS",0,0
"256",2014-04-09,"Close","BATS",0,0
"257",2014-04-10,"Close","BATS",0,0
"258",2014-04-11,"Close","BATS",0,0
"259",2014-04-14,"Close","BATS",0,0
"260",2014-04-15,"Close","BATS",0,0
"261",2014-04-16,"Close","BATS",0,0
"262",2014-04-17,"Close","BATS",0,0
"263",2014-04-21,"Close","BATS",0,0
"264",2014-04-22,"Close","BATS",0,0
"265",2014-04-23,"Close","BATS",0,0
"266",2014-04-24,"Close","BATS",0,0
"267",2014-04-25,"Close","BATS",0,0
"268",2014-04-28,"Close","BATS",0,0
"269",2014-04-29,"Close","BATS",0,0
"270",2014-04-30,"Close","BATS",0,0
"271",2014-05-01,"Close","BATS",0,0
"272",2014-05-02,"Close","BATS",0,0
"273",2014-05-05,"Close","BATS",0,0
"274",2014-05-06,"Close","BATS",0,0
"275",2014-05-07,"Close","BATS",0,0
"276",2014-05-08,"Close","BATS",0,0
"277",2014-05-09,"Close","BATS",0,0
"278",2014-05-12,"Close","BATS",0,0
"279",2014-05-13,"Close","BATS",0,0
"280",2014-05-14,"Close","BATS",0,0
"281",2014-05-15,"Close","BATS",0,0
"282",2014-05-16,"Close","BATS",0,0
"283",2014-05-19,"Close","BATS",0,0
"284",2014-05-20,"Close","BATS",0,0
"285",2014-05-21,"Close","BATS",0,0
"286",2014-05-22,"Close","BATS",0,0
"287",2014-05-23,"Close","BATS",0,0
"288",2014-05-27,"Close","BATS",0,0
"289",2014-05-28,"Close","BATS",0,0
"290",2014-05-29,"Close","BATS",0,0
"291",2014-05-30,"Close","BATS",0,0
"292",2014-06-02,"Close","BATS",0,0
"293",2014-06-03,"Close","BATS",0,0
"294",2014-06-04,"Close","BATS",0,0
"295",2014-06-05,"Close","BATS",0,0
"296",2014-06-06,"Close","BATS",0,0
"297",2014-06-09,"Close","BATS",0,0
"298",2014-06-10,"Close","BATS",0,0
"299",2014-06-11,"Close","BATS",0,0
"300",2014-06-12,"Close","BATS",0,0
"301",2014-06-13,"Close","BATS",0,0
"302",2014-06-16,"Close","BATS",0,0
"303",2014-06-17,"Close","BATS",0,0
"304",2014-06-18,"Close","BATS",0,0
"305",2014-06-19,"Close","BATS",0,0
"306",2014-06-20,"Close","BATS",0,0
"307",2014-06-23,"Close","BATS",0,0
"308",2014-06-24,"Close","BATS",0,0
"309",2014-06-25,"Close","BATS",0,0
"310",2014-06-26,"Close","BATS",0,0
"311",2014-06-27,"Close","BATS",0,0
"312",2014-06-30,"Close","BATS",0,0
"313",2014-07-01,"Close","BATS",0,0
"314",2014-07-02,"Close","BATS",0,0
"315",2014-07-03,"Close","BATS",0,0
"316",2014-07-07,"Close","BATS",0,0
"317",2014-07-08,"Close","BATS",0,0
"318",2014-07-09,"Close","BATS",0,0
"319",2014-07-10,"Close","BATS",0,0
"320",2014-07-11,"Close","BATS",0,0
"321",2014-07-14,"Close","BATS",0,0
"322",2014-07-15,"Close","BATS",0,0
